"CID10","OPC","CAT","SUBCAT","DESCR","RESTRSEXO"
"B00","","S","N","B00   Infecc p/virus do herpes","5"
"B000","","N","S","B00.0 Eczema herpetico","5"
"B001","","N","S","B00.1 Dermatite vesicular dev virus do herpes","5"
"B002","","N","S","B00.2 Gengivoestom e faringoamig dev virus herpes","5"
"B003","+","N","S","B00.3 Meningite dev virus do herpes","5"
"B004","+","N","S","B00.4 Encefalite dev virus do herpes","5"
"B005","+","N","S","B00.5 Afeccoes oculares dev virus do herpes","5"
"B007","","N","S","B00.7 Doenc disseminada dev virus do herpes","5"
"B008","","N","S","B00.8 Outr form de infecc dev virus do herpes","5"
"B009","","N","S","B00.9 Infecc NE dev virus do herpes","5"
"B01","","S","N","B01   Varicela","5"
"B010","+","N","S","B01.0 Meningite p/varicela","5"
"B011","+","N","S","B01.1 Encefalite p/varicela","5"
"B012","+","N","S","B01.2 Pneumopatia varicelosa","5"
"B018","","N","S","B01.8 Varicela c/outr complic","5"
"B019","","N","S","B01.9 Varicela s/complic","5"
"B02","","S","N","B02   Herpes zoster","5"
"B020","+","N","S","B02.0 Encefalite p/virus do herpes zoster","5"
"B021","+","N","S","B02.1 Meningite p/virus do herpes zoster","5"
"B022","+","N","S","B02.2 Herpes zoster acomp outr manif neurologicas","5"
"B023","+","N","S","B02.3 Herpes zoster oftalmico","5"
"B027","","N","S","B02.7 Herpes zoster disseminado","5"
"B028","","N","S","B02.8 Herpes zoster c/outr complic","5"
"B029","","N","S","B02.9 Herpes zoster s/complic","5"
"B03","","S","S","B03   Variola","5"
"B04","","S","S","B04   Variola dos macacos","5"
"B05","","S","N","B05   Sarampo","5"
"B050","+","N","S","B05.0 Sarampo complicado p/encefalite","5"
"B051","+","N","S","B05.1 Sarampo complicado p/meningite","5"
"B052","+","N","S","B05.2 Sarampo complicado p/pneumonia","5"
"B053","+","N","S","B05.3 Sarampo complicado p/otite media","5"
"B054","","N","S","B05.4 Sarampo c/complic intestinais","5"
"B058","","N","S","B05.8 Sarampo c/outr complic","5"
"B059","","N","S","B05.9 Sarampo s/complic","5"
"B06","","S","N","B06   Rubeola","5"
"B060","+","N","S","B06.0 Rubeola c/complic neurologicas","5"
"B068","","N","S","B06.8 Rubeola c/outr complic","5"
"B069","","N","S","B06.9 Rubeola s/complic","5"
"B07","","S","S","B07   Verrugas orig viral","5"
"B08","","S","N","B08   Outr inf virais lesoes pele membr muc NCOP","5"
"B080","","N","S","B08.0 Outr infecc p/ortopoxvirus","5"
"B081","","N","S","B08.1 Molusco contagioso","5"
"B082","","N","S","B08.2 Exantema subito","5"
"B083","","N","S","B08.3 Eritema infecc","5"
"B084","","N","S","B08.4 Estomatite vesic dev enterovirus c/exantema","5"
"B085","","N","S","B08.5 Faringite vesicular dev enterovirus","5"
"B088","","N","S","B08.8 Outr inf virais espec lesoes pele membr muco","5"
"B09","","S","S","B09   Inf viral NE caract p/lesoes pele membr muco","5"
"B15","","S","N","B15   Hepatite aguda A","5"
"B150","","N","S","B15.0 Hepatite A c/coma hepatico","5"
"B159","","N","S","B15.9 Hepatite A s/coma hepatico","5"
"B16","","S","N","B16   Hepatite aguda B","5"
"B160","","N","S","B16.0 Hepatite aguda B c/agente Delta c/coma hepat","5"
"B161","","N","S","B16.1 Hepatite aguda B c/agente Delta s/coma hepat","5"
"B162","","N","S","B16.2 Hepatite aguda B s/agente Delta c/coma hepat","5"
"B169","","N","S","B16.9 Hepatite aguda B s/agente Delta s/coma hepat","5"
"B17","","S","N","B17   Outr hepatites virais agudas","5"
"B170","","N","S","B17.0 Infecc Delta aguda de portador de hepatite B","5"
"B171","","N","S","B17.1 Hepatite aguda C","5"
"B172","","N","S","B17.2 Hepatite aguda E","5"
"B178","","N","S","B17.8 Outr hepatites virais agudas espec","5"
"B18","","S","N","B18   Hepatite viral cronica","5"
"B180","","N","S","B18.0 Hepatite viral cronica B c/agente Delta","5"
"B181","","N","S","B18.1 Hepatite cronica viral B s/agente Delta","5"
"B182","","N","S","B18.2 Hepatite viral cronica C","5"
"B188","","N","S","B18.8 Outr hepatites cronicas virais","5"
"B189","","N","S","B18.9 Hepatite viral cronica NE","5"
"B19","","S","N","B19   Hepatite viral NE","5"
"B190","","N","S","B19.0 Hepatite viral NE c/coma","5"
"B199","","N","S","B19.9 Hepatite viral NE s/coma","5"
"B20","","S","N","B20   Doenc p/HIV result doenc infecc e parasit","5"
"B200","","N","S","B20.0 Doenc p/HIV result em infecc micobacterianas","5"
"B201","","N","S","B20.1 Doenc p/HIV result outr infecc bacter","5"
"B202","","N","S","B20.2 Doenc p/HIV result em doenc citomegalica","5"
"B203","","N","S","B20.3 Doenc p/HIV result em outr infecc virais","5"
"B204","","N","S","B20.4 Doenc p/HIV result em candidiase","5"
"B205","","N","S","B20.5 Doenc p/HIV result em outr micoses","5"
"B206","","N","S","B20.6 Doenc p/HIV result pneumonia p/P.carinii","5"
"B207","","N","S","B20.7 Doenc p/HIV result em infecc mult","5"
"B208","","N","S","B20.8 Doenc p/HIV result outr doenc infecc parasit","5"
"B209","","N","S","B20.9 Doenc p/HIV result doenc infecc parasit NE","5"
"B21","","S","N","B21   Doenc p/HIV result em neopl malig","5"
"B210","","N","S","B21.0 Doenc p/HIV result em sarcoma de Kaposi","5"
"B211","","N","S","B21.1 Doenc p/HIV result em linfoma de Burkitt","5"
"B212","","N","S","B21.2 Doenc p/HIV res outr tip linfoma nao-Hodgkin","5"
"B213","","N","S","B21.3 Doenc p/HIV out neop mal tec linf hemat corr","5"
"B217","","N","S","B21.7 Doenc p/HIV result em mult neopl malig","5"
"B218","","N","S","B21.8 Doenc p/HIV result em outr neopl malig","5"
"B219","","N","S","B21.9 Doenc p/HIV result em neopl malig NE","5"
"B22","","S","N","B22   Doenc p/HIV result em outr doenc espec","5"
"B220","","N","S","B22.0 Doenc p/HIV result em encefalopatia","5"
"B221","","N","S","B22.1 Doenc p/HIV result pneumonite interst linfat","5"
"B222","","N","S","B22.2 Doenc p/HIV result em sindr de emaciacao","5"
"B227","","N","S","B22.7 Doenc p/HIV result em doenc mult COP","5"
"B23","","S","N","B23   Doenc p/HIV result em outr doenc","5"
"B230","","N","S","B23.0 Sindr de infecc aguda p/HIV","5"
"B231","","N","S","B23.1 Doenc p/HIV result linfadenopatias generaliz","5"
"B232","","N","S","B23.2 Doenc p/HIV result anom hemat imunolog NCOP","5"
"B238","","N","S","B23.8 Doenc p/HIV result em outr afeccoes espec","5"
"B24","","S","S","B24   Doenc p/HIV NE","5"
"B25","","S","N","B25   Doenc p/citomegalovirus","5"
"B250","+","N","S","B25.0 Pneumonite p/citomegalovirus","5"
"B251","+","N","S","B25.1 Hepatite p/citomegalovirus","5"
"B252","+","N","S","B25.2 Pancreatite p/citomegalovirus","5"
"B258","","N","S","B25.8 Outr doenc p/citomegalovirus","5"
"B259","","N","S","B25.9 Doenc NE p/citomegalovirus","5"
"B26","","S","N","B26   Caxumba","5"
"B260","+","N","S","B26.0 Orquite p/caxumba","1"
"B261","+","N","S","B26.1 Meningite p/caxumba","5"
"B262","+","N","S","B26.2 Encefalite p/caxumba","5"
"B263","+","N","S","B26.3 Pancreatite p/caxumba","5"
"B268","","N","S","B26.8 Caxumba c/outr complic","5"
"B269","","N","S","B26.9 Caxumba s/complic","5"
"B27","","S","N","B27   Mononucleose infecc","5"
"B270","","N","S","B27.0 Mononucleose p/virus herpes gama","5"
"B271","","N","S","B27.1 Mononucleose p/citomegalovirus","5"
"B278","","N","S","B27.8 Outr mononucleoses infecc","5"
"B279","","N","S","B27.9 Mononucleose infecc NE","5"
"B30","","S","N","B30   Conjuntivite viral","5"
"B300","+","N","S","B30.0 Ceratoconjuntivite dev adenovirus","5"
"B301","+","N","S","B30.1 Conjuntivite dev adenovirus","5"
"B302","","N","S","B30.2 Faringoconjuntivite viral","5"
"B303","+","N","S","B30.3 Conjuntivite hemorragica aguda endemica","5"
"B308","+","N","S","B30.8 Outr conjuntivites virais","5"
"B309","","N","S","B30.9 Conjuntivite viral NE","5"
"B33","","S","N","B33   Outr doenc p/virus NCOP","5"
"B330","","N","S","B33.0 Mialgia epidemica","5"
"B331","","N","S","B33.1 Doenc de Ross River","5"
"B332","","N","S","B33.2 Cardite viral","5"
"B333","","N","S","B33.3 Infecc p/retrovirus NCOP","5"
"B338","","N","S","B33.8 Outr doenc espec p/virus","5"
"B34","","S","N","B34   Doenc p/virus de localiz NE","5"
"B340","","N","S","B34.0 Infecc p/adenovirus NE","5"
"B341","","N","S","B34.1 Infecc p/enterovirus NE","5"
"B342","","N","S","B34.2 Infecc p/coronavirus NE","5"
"B343","","N","S","B34.3 Infecc p/parvovirus NE","5"
"B344","","N","S","B34.4 Infecc p/papovavirus NE","5"
"B348","","N","S","B34.8 Outr infecc p/virus de localiz NE","5"
"B349","","N","S","B34.9 Infecc viral NE","5"
"B35","","S","N","B35   Dermatofitose","5"
"B350","","N","S","B35.0 Tinha da barba e do couro cabeludo","5"
"B351","","N","S","B35.1 Tinha das unhas","5"
"B352","","N","S","B35.2 Tinha da mao","5"
"B353","","N","S","B35.3 Tinha dos pes","5"
"B354","","N","S","B35.4 Tinha do corpo","5"
"B355","","N","S","B35.5 Tinha imbricada","5"
"B356","","N","S","B35.6 Tinea cruris","5"
"B358","","N","S","B35.8 Outr dermatofitoses","5"
"B359","","N","S","B35.9 Dermatofitose NE","5"
"B36","","S","N","B36   Outr micoses superf","5"
"B360","","N","S","B36.0 Pitiriase versicolor","5"
"B361","","N","S","B36.1 Tinha negra","5"
"B362","","N","S","B36.2 Piedra branca","5"
"B363","","N","S","B36.3 Piedra negra","5"
"B368","","N","S","B36.8 Outr micoses superf espec","5"
"B369","","N","S","B36.9 Micose superf NE","5"
"B37","","S","N","B37   Candidiase","5"
"B370","","N","S","B37.0 Estomatite p/Candida","5"
"B371","","N","S","B37.1 Candidiase pulmonar","5"
"B372","","N","S","B37.2 Candidiase da pele e das unhas","5"
"B373","+","N","S","B37.3 Candidiase da vulva e da vagina","3"
"B374","+","N","S","B37.4 Candidiase de outr localiz urogenitais","5"
"B375","+","N","S","B37.5 Meningite p/Candida","5"
"B376","+","N","S","B37.6 Endocardite p/Candida","5"
"B377","","N","S","B37.7 Septicemia p/Candida","5"
"B378","","N","S","B37.8 Candidiase de outr localiz","5"
"B379","","N","S","B37.9 Candidiase NE","5"
"B38","","S","N","B38   Coccidioidomicose","5"
"B380","","N","S","B38.0 Coccidioidomicose pulmonar aguda","5"
"B381","","N","S","B38.1 Coccidioidomicose pulmonar cronica","5"
"B382","","N","S","B38.2 Coccidioidomicose pulmonar NE","5"
"B383","","N","S","B38.3 Coccidioidomicose cutanea","5"
"B384","+","N","S","B38.4 Meningite p/coccidioidomicose","5"
"B387","","N","S","B38.7 Coccidioidomicose disseminada","5"
"B388","","N","S","B38.8 Outr form de coccidioidomicose","5"
"B389","","N","S","B38.9 Coccidioidomicose NE","5"
"B39","","S","N","B39   Histoplasmose","5"
"B390","","N","S","B39.0 Histoplasmose pulmonar aguda p/H.capsulatum","5"
"B391","","N","S","B39.1 Histoplasmose pulmonar cronic p/H.capsulatum","5"
"B392","","N","S","B39.2 Histoplasmose pulmonar NE p/H.capsulatum","5"
"B393","","N","S","B39.3 Histoplasmose disseminada p/H.capsulatum","5"
"B394","","N","S","B39.4 Histoplasmose NE p/Histoplasma capsulatum","5"
"B395","","N","S","B39.5 Histoplasmose p/Histoplasma duboisii","5"
"B399","","N","S","B39.9 Histoplasmose NE","5"
"B40","","S","N","B40   Blastomicose","5"
"B400","","N","S","B40.0 Blastomicose pulmonar aguda","5"
"B401","","N","S","B40.1 Blastomicose pulmonar cronica","5"
"B402","","N","S","B40.2 Blastomicose pulmonar NE","5"
"B403","","N","S","B40.3 Blastomicose cutanea","5"
"B407","","N","S","B40.7 Blastomicose disseminada","5"
"B408","","N","S","B40.8 Outr form de blastomicose","5"
"B409","","N","S","B40.9 Blastomicose NE","5"
"B41","","S","N","B41   Paracoccidioidomicose","5"
"B410","","N","S","B41.0 Paracoccidioidomicose pulmonar","5"
"B417","","N","S","B41.7 Paracoccidioidomicose disseminada","5"
"B418","","N","S","B41.8 Outr form de paracoccidioidomicose","5"
"B419","","N","S","B41.9 Paracoccidioidomicose NE","5"
"B42","","S","N","B42   Esporotricose","5"
"B420","+","N","S","B42.0 Esporotricose pulmonar","5"
"B421","","N","S","B42.1 Esporotricose linfocutanea","5"
"B427","","N","S","B42.7 Esporotricose disseminada","5"
"B428","","N","S","B42.8 Outr form de esporotricose","5"
"B429","","N","S","B42.9 Esporotricose NE","5"
"B43","","S","N","B43   Cromomicose e abscesso feomicotico","5"
"B430","","N","S","B43.0 Cromomicose cutanea","5"
"B431","","N","S","B43.1 Abscesso cerebral feomicotico","5"
"B432","","N","S","B43.2 Abscesso e cisto feomicotico subcutaneos","5"
"B438","","N","S","B43.8 Outr form de cromomicose","5"
"B439","","N","S","B43.9 Cromomicose NE","5"
"B44","","S","N","B44   Aspergilose","5"
"B440","","N","S","B44.0 Aspergilose pulmonar invasiva","5"
"B441","","N","S","B44.1 Outr aspergiloses pulmonares","5"
"B442","","N","S","B44.2 Aspergilose amigdaliana","5"
"B447","","N","S","B44.7 Aspergilose disseminada","5"
"B448","","N","S","B44.8 Outr form de Aspergilose","5"
"B449","","N","S","B44.9 Aspergilose NE","5"
"B45","","S","N","B45   Criptococose","5"
"B450","","N","S","B45.0 Criptococose pulmonar","5"
"B451","","N","S","B45.1 Criptococose cerebral","5"
"B452","","N","S","B45.2 Criptococose cutanea","5"
"B453","","N","S","B45.3 Criptococose ossea","5"
"B457","","N","S","B45.7 Criptococose disseminada","5"
"B458","","N","S","B45.8 Outr form de criptococose","5"
"B459","","N","S","B45.9 Criptococose NE","5"
"B46","","S","N","B46   Zigomicose","5"
"B460","","N","S","B46.0 Mucormicose pulmonar","5"
"B461","","N","S","B46.1 Mucormicose rinocerebral","5"
"B462","","N","S","B46.2 Mucormicose gastrointestinal","5"
"B463","","N","S","B46.3 Mucormicose cutanea","5"
"B464","","N","S","B46.4 Mucormicose disseminada","5"
"B465","","N","S","B46.5 Mucormicose NE","5"
"B468","","N","S","B46.8 Outr zigomicoses","5"
"B469","","N","S","B46.9 Zigomicose NE","5"
"B47","","S","N","B47   Micetoma","5"
"B470","","N","S","B47.0 Eumicetoma","5"
"B471","","N","S","B47.1 Actinomicetoma","5"
"B479","","N","S","B47.9 Micetoma NE","5"
"B48","","S","N","B48   Outr micoses NCOP","5"
"B480","","N","S","B48.0 Lobomicose","5"
"B481","","N","S","B48.1 Rinosporidiose","5"
"B482","","N","S","B48.2 Alesqueriose","5"
"B483","","N","S","B48.3 Geotricose","5"
"B484","","N","S","B48.4 Penicilose","5"
"B487","","N","S","B48.7 Micoses oportunistas","5"
"B488","","N","S","B48.8 Outr micoses espec","5"
"B49","","S","S","B49   Micose NE","5"
"B50","","S","N","B50   Malaria p/Plasmodium falciparum","5"
"B500","","N","S","B50.0 Malaria p/P.falciparum c/complic cerebrais","5"
"B501","","N","S","B50.1 Outr form grav compl malaria p/P.falciparum","5"
"B509","","N","S","B50.9 Malaria NE p/Plasmodium falciparum","5"
"B51","","S","N","B51   Malaria p/Plasmodium vivax","5"
"B510","","N","S","B51.0 Malaria p/Plasmodium vivax c/rotura do baco","5"
"B518","","N","S","B51.8 Malaria p/Plasmodium vivax c/outr complic","5"
"B519","","N","S","B51.9 Malaria p/Plasmodium vivax s/complic","5"
"B52","","S","N","B52   Malaria p/Plasmodium malariae","5"
"B520","","N","S","B52.0 Malaria p/Plasmodium malariae c/nefropatia","5"
"B528","","N","S","B52.8 Malaria p/Plasmodium malariae c/outr complic","5"
"B529","","N","S","B52.9 Malaria p/Plasmodium malariae s/complic","5"
"B53","","S","N","B53   Outr form malaria conf p/exames parasitolog","5"
"B530","","N","S","B53.0 Malaria p/Plasmodium ovale","5"
"B531","","N","S","B53.1 Malaria p/plasmodios de macacos","5"
"B538","","N","S","B53.8 Outr form malarias c/conf parasitolog NCOP","5"
"B54","","S","S","B54   Malaria NE","5"
"B55","","S","N","B55   Leishmaniose","5"
"B550","","N","S","B55.0 Leishmaniose visceral","5"
"B551","","N","S","B55.1 Leishmaniose cutanea","5"
"B552","","N","S","B55.2 Leishmaniose cutaneo-mucosa","5"
"B559","","N","S","B55.9 Leishmaniose NE","5"
"B56","","S","N","B56   Tripanossomiase africana","5"
"B560","","N","S","B56.0 Tripanossomiase p/Trypanosoma gambiense","5"
"B561","","N","S","B56.1 Tripanossomiase p/Trypanosoma rhodesiense","5"
"B569","","N","S","B56.9 Tripanossomiase africana NE","5"
"B57","","S","N","B57   Doenc de Chagas","5"
"B570","+","N","S","B57.0 Form aguda doenc de Chagas c/compr cardiaco","5"
"B571","","N","S","B57.1 Form aguda doenc de Chagas s/compr cardiaco","5"
"B572","+","N","S","B57.2 Doenc de Chagas c/compr cardiaco","5"
"B573","","N","S","B57.3 Doenc de Chagas c/compr aparelho digestivo","5"
"B574","","N","S","B57.4 Doenc de Chagas c/compr do sist nervoso","5"
"B575","","N","S","B57.5 Doenc de Chagas c/compr de outr orgaos","5"
"B58","","S","N","B58   Toxoplasmose","5"
"B580","+","N","S","B58.0 Oculopatia p/Toxoplasma","5"
"B581","+","N","S","B58.1 Hepatite p/Toxoplasma","5"
"B582","+","N","S","B58.2 Meningoencefalite p/Toxoplasma","5"
"B583","+","N","S","B58.3 Toxoplasmose pulmonar","5"
"B588","+","N","S","B58.8 Toxoplasmose c/compr de outr orgaos","5"
"B589","","N","S","B58.9 Toxoplasmose NE","5"
"B59","","S","S","B59   Pneumocistose","5"
"B60","","S","N","B60   Outr doenc dev protozoarios NCOP","5"
"B600","","N","S","B60.0 Babesiose","5"
"B601","","N","S","B60.1 Acantamebiase","5"
"B602","","N","S","B60.2 Naegleriase","5"
"B608","","N","S","B60.8 Outr doenc espec dev protozoarios","5"
"B64","","S","S","B64   Doenc NE dev protozoarios","5"
"B65","","S","N","B65   Esquistossomose","5"
"B650","","N","S","B65.0 Esquistossomose dev Schistosoma haematobium","5"
"B651","","N","S","B65.1 Esquistossomose dev Schistosoma mansoni","5"
"B652","","N","S","B65.2 Esquistossomose dev Schistosoma japonicum","5"
"B653","","N","S","B65.3 Dermatite p/cercarias","5"
"B658","","N","S","B65.8 Outr esquistossomoses","5"
"B659","","N","S","B65.9 Esquistossomose NE","5"
"B66","","S","N","B66   Outr infestacoes p/trematodeos","5"
"B660","","N","S","B66.0 Opistorquiase","5"
"B661","","N","S","B66.1 Clonorquiase","5"
"B662","","N","S","B66.2 Dicroceliase","5"
"B663","","N","S","B66.3 Fascioliase","5"
"B664","","N","S","B66.4 Paragonimiase","5"
"B665","","N","S","B66.5 Fasciolopsiase","5"
"B668","","N","S","B66.8 Outr infestacoes p/trematodeos espec","5"
"B669","","N","S","B66.9 Infecc NE p/trematodeo","5"
"B67","","S","N","B67   Equinococose","5"
"B670","","N","S","B67.0 Infestacao hepatica p/E.granulosus","5"
"B671","","N","S","B67.1 Infestacao pulmonar p/E.granulosus","5"
"B672","","N","S","B67.2 Infestacao ossea p/Echinococcus granulosus","5"
"B673","","N","S","B67.3 Infestacoes p/E.granulosus outr e local mult","5"
"B674","","N","S","B67.4 Infestacao NE p/Echinococcus granulosus","5"
"B675","","N","S","B67.5 Infestacao hepatica p/E.multilocularis","5"
"B676","","N","S","B67.6 Infecc p/E.multilocularis outr e local mult","5"
"B677","","N","S","B67.7 Infestacao NE p/Echinococcus multilocularis","5"
"B678","","N","S","B67.8 Infestacao hepatica NE p/Echinococcus","5"
"B679","","N","S","B67.9 Infestacoes p/Echinococcus outr e as NE","5"
"B68","","S","N","B68   Infestacao p/Taenia","5"
"B680","","N","S","B68.0 Infestacao p/Taenia solium","5"
"B681","","N","S","B68.1 Infestacao p/Taenia saginata","5"
"B689","","N","S","B68.9 Infestacao NE p/Taenia","5"
"B69","","S","N","B69   Cisticercose","5"
"B690","","N","S","B69.0 Cisticercose do sist nervoso central","5"
"B691","","N","S","B69.1 Cisticercose do olho","5"
"B698","","N","S","B69.8 Cisticercose de outr localiz","5"
"B699","","N","S","B69.9 Cisticercose NE","5"
"B70","","S","N","B70   Difilobotriase e esparganose","5"
"B700","","N","S","B70.0 Difilobotriase","5"
