,CID10,Count,DESCR
536,S526,2280,S52.6 Frat da extremidade distal do radio e cubito
537,O759,2279,O75.9 Complic do trabalho de parto e do parto NE
538,H113,2267,H11.3 Hemorragia conjuntival
539,N921,2262,N92.1 Menstruacao excessiva freq c/ciclo irregular
540,I802,2260,I80.2 Flebite trombofleb outr vasos prof membr inf
541,G934,2257,G93.4 Encefalopatia NE
542,H001,2243,H00.1 Calazio
543,Z011,2238,Z01.1 Exame dos ouvidos e da audicao
544,Z421,2237,Z42.1 Seguimento envolv cirurgia plastica de mama
545,F701,2237,F70.1 Compr signif comport req vigilancia ou trat
546,H609,2233,H60.9 Otite externa NE
547,F322,2233,F32.2 Episodio depressivo grave s/sint psicoticos
548,C250,2225,C25.0 Cabeca do pancreas
549,I842,2220,I84.2 Hemorroidas internas s/complic
550,S936,2218,S93.6 Entorse distensao outr partes e partes NE pe
551,I442,2217,I44.2 Bloqueio atrioventricular total
552,E871,2216,E87.1 Hiposmolaridade e hiponatremia
553,H101,2215,H10.1 Conjuntivite aguda atopica
554,K746,2212,K74.6 Outr form de cirrose hepatica e as NE
555,M242,2201,M24.2 Transt de ligamentos
556,S320,2198,S32.0 Frat de vertebra lombar
557,M512,2196,M51.2 Outr desloc discais intervertebrais espec
558,M859,2194,M85.9 Transt NE densidade estrutura osseas
559,Z547,2186,Z54.7 Convalescenca apos tratamento combinado
560,C762,2175,C76.2 Abdome
561,J150,2173,J15.0 Pneumonia dev Klebsiella pneumoniae
562,M548,2159,M54.8 Outr dorsalgia
563,O13,2156,O13   Hipertensao gestacional s/proteinuria signif
564,J358,2152,J35.8 Outr doenc cronicas amigdalas e adenoides
565,I208,2141,I20.8 Outr form de angina pectoris
566,I050,2134,I05.0 Estenose mitral
567,M771,2128,M77.1 Epicondilite lateral
568,S619,2125,S61.9 Ferim do punho e da mao parte NE
569,J40,2121,J40   Bronquite NE como aguda ou cronica
570,I828,2110,I82.8 Embolia e trombose de outr veias espec
571,F312,2103,F31.2 Trans afet bip epis atual man c/sint psicot
572,K351,2098,K35.1 Apendicite aguda c/abscesso peritonial
573,L028,2098,L02.8 Abscesso cutaneo furunculo e antraz outr loc
574,L500,2097,L50.0 Urticaria alergica
575,K37,2095,K37   Apendicite SOE
576,S831,2094,S83.1 Luxacao do joelho
577,N768,2093,N76.8 Outr inflam espec da vagina e da vulva
578,I694,2092,I69.4 Sequelas acid vasc cerebr NE c/hemorr isquem
579,S010,2081,S01.0 Ferim do couro cabeludo
580,L309,2080,L30.9 Dermatite NE
581,T191,2076,T19.1 Corpo estranho na bexiga
582,J81,2064,J81   Edema pulmonar NE de outr form
583,T740,2060,T74.0 Abandono
584,O808,2056,O80.8 Outr tipos de parto unico espontaneo
585,S060,2053,S06.0 Concussao cerebral
586,M480,2052,M48.0 Estenose da coluna vertebral
587,C439,2052,C43.9 Melanoma maligno de pele NE
588,H178,2051,H17.8 Outr cicatrizes e opacidades da cornea
589,T150,2050,T15.0 Corpo estranho na cornea
590,I671,2047,I67.1 Aneurisma cerebral nao-roto
591,M531,2045,M53.1 Sindr cervicobraquial
592,L059,2045,L05.9 Cisto pilonidal s/abscesso
593,I844,2044,I84.4 Hemorroidas externas c/outr complic
594,J989,2030,J98.9 Transt respirat NE
595,K920,2026,K92.0 Hematemese
596,R599,2016,R59.9 Adenomegalia aumento vol gangl linfaticos NE
597,C710,2016,C71.0 Cerebro exceto lobos e ventriculos
598,M538,2009,M53.8 Outr dorsopatias espec
599,I110,2005,I11.0 Doenc cardiaca hipertensiva c/insuf cardiaca
600,K804,2004,K80.4 Calculose de via biliar c/colecistite
601,S925,1992,S92.5 Frat de outr artelho
602,L050,1986,L05.0 Cisto pilonidal c/abscesso
603,K564,1976,K56.4 Outr obstrucoes do intestino
604,K760,1976,K76.0 Degeneracao gordurosa do figado NCOP
605,S860,1976,S86.0 Traum do tendao de Aquiles
606,C530,1975,C53.0 Endocervix
607,E148,1960,E14.8 C/compl NE
608,G824,1960,G82.4 Tetraplegia espastica
609,I258,1957,I25.8 Outr form de doenc isquemica cronica coracao
610,L024,1957,L02.4 Abscesso cutaneo furunculo e antraz membros
611,H650,1954,H65.0 Otite media aguda serosa
612,L570,1954,L57.0 Ceratose actinica
613,R268,1953,R26.8 Outr anormalidades marcha e mobilidade e NE
614,Z300,1953,Z30.0 Aconselhamento geral sobre contracepcao
615,J303,1942,J30.3 Outr rinites alergicas
616,J324,1935,J32.4 Pansinusite cronica
617,O149,1929,O14.9 Pre-eclampsia NE
618,S202,1928,S20.2 Contusao do torax
619,H359,1927,H35.9 Transt da retina NE
620,M200,1926,M20.0 Deform de dedos das maos
621,L032,1922,L03.2 Celulite da face
622,D638,1922,D63.8 Anemia em outr doenc COP
623,O269,1915,O26.9 Afeccoes ligadas a gravidez NE
624,R609,1914,R60.9 Edema NE
625,K571,1914,K57.1 Doenc divert intest delgado s/perfur absces
626,Z125,1907,Z12.5 Exame especial rastr de neoplasia prostata
627,K510,1905,K51.0 Enterocolite ulcerativa
628,E040,1904,E04.0 Bocio nao-toxico difuso
629,M620,1900,M62.0 Diastase de musculo
630,K628,1899,K62.8 Outr doenc espec do anus e do reto
631,J343,1889,J34.3 Hipertrofia dos cornetos nasais
632,N849,1883,N84.9 Polipo do trato genital femin NE
633,D27,1872,D27   Neopl benig do ovario
634,N433,1869,N43.3 Hidrocele NE
635,S913,1868,S91.3 Ferim de outr partes do pe
636,Z548,1868,Z54.8 Convalescenca apos outr tratamento
637,D539,1866,D53.9 Anemia nutricional NE
638,F142,1863,F14.2 Sindr de dependencia
639,I260,1861,I26.0 Embolia pulmonar c/menc cor pulmonale agudo
640,S400,1857,S40.0 Contusao do ombro e do braco
641,A689,1854,A68.9 Febre recorrente NE
642,Q02,1853,Q02   Microcefalia
643,D140,1851,D14.0 Ouvido medio cav nasal e seios paranasais
644,M713,1849,M71.3 Outr cistos de bolsa sinovial
645,T813,1846,T81.3 Deiscencia de ferida cirurgica NCOP
646,M779,1846,M77.9 Entesopatia NE
647,C440,1846,C44.0 Pele do labio
648,H919,1845,H91.9 Perda NE de audicao
649,L509,1840,L50.9 Urticaria NE
650,F329,1835,F32.9 Episodio depressivo NE
651,N811,1833,N81.1 Cistocele
652,G448,1827,G44.8 Outr sindr de cefaleia espec
653,N879,1805,N87.9 Displasia do colo do utero NE
654,I809,1800,I80.9 Flebite e tromboflebite de localiz NE
655,N188,1795,N18.8 Outr insuf renal cronica
656,I259,1794,I25.9 Doenc isquemica cronica do coracao NE
657,N920,1789,N92.0 Menstruacao excessiva freq c/ciclo regular
658,F708,1785,F70.8 Outr comprometimentos do comport
659,K828,1776,K82.8 Outr doenc espec da vesicula biliar
660,N609,1773,N60.9 Displasia mamaria benigna NE
661,M869,1773,M86.9 Osteomielite NE
662,C220,1768,C22.0 Carcinoma de celulas hepaticas
663,N640,1764,N64.0 Fissura e fistula do mamilo
664,D500,1762,D50.0 Anemia p/defic ferro secund perda de sangue
665,I841,1755,I84.1 Hemorroidas internas c/outr complic
666,T140,1755,T14.0 Traum superf de regiao NE do corpo
667,N888,1754,N88.8 Outr transt nao-inflam espec colo do utero
668,M45,1749,M45   Espondilite ancilosante
669,J128,1746,J12.8 Outr pneumonias virais
670,Y841,1744,Y84.1 Hemodialise
671,B309,1736,B30.9 Conjuntivite viral NE
672,I959,1736,I95.9 Hipotensao NE
673,O039,1732,O03.9 Completo ou NE s/complic
674,S500,1732,S50.0 Contusao do cotovelo
675,N61,1732,N61   Transt inflam da mama
676,R18,1729,R18   Ascite
677,S903,1723,S90.3 Contusao de outr partes e partes NE do pe
678,I972,1721,I97.2 Sindr do linfedema pos-mastectomia
679,I440,1719,I44.0 Bloqueio atrioventricular de 1.grau
680,K612,1719,K61.2 Abscesso anorretal
681,N803,1709,N80.3 Endometriose do peritonio pelvico
682,R001,1707,R00.1 Bradicardia NE
683,J969,1706,J96.9 Insuf respirat NE
684,M707,1701,M70.7 Outr bursites do quadril
685,N808,1695,N80.8 Outr endometriose
686,R098,1693,R09.8 Outr sint sinais espec rel ap circul respir
687,H409,1683,H40.9 Glaucoma NE
688,C504,1682,C50.4 Quadrante super externo da mama
689,E109,1682,E10.9 S/complic
690,D219,1678,D21.9 Tec conjuntivo e outr tec moles s/outr espec
691,S823,1676,S82.3 Frat da extremidade distal da tibia
692,N938,1673,N93.8 Outr sangramentos anorm espec utero vagina
693,M139,1670,M13.9 Artrite NE
694,K528,1669,K52.8 Outr gastroenterites e colites espec nao-inf
695,A630,1669,A63.0 Verrugas anogenitais
696,S528,1663,S52.8 Frat de outr partes do antebraco
697,W999,1654,W99.9 Local NE
698,T905,1653,T90.5 Sequelas de traum intracraniano
699,D464,1651,D46.4 Anemia refrataria NE
700,N398,1651,N39.8 Outr transt espec do aparelho urinario
701,C160,1649,C16.0 Cardia
702,H119,1648,H11.9 Transt NE da conjuntiva
703,L089,1646,L08.9 Infecc localiz pele e do tec subcutaneo NE
704,M258,1642,M25.8 Outr transt articulares espec
705,D570,1638,D57.0 Anemia falciforme c/crise
706,N459,1635,N45.9 Orquite epidid epididimo-orquite s/menc absc
707,L729,1634,L72.9 Cisto folicular NE da pele e tec subcutaneo
708,B199,1630,B19.9 Hepatite viral NE s/coma
709,S929,1628,S92.9 Frat do pe NE
710,S065,1628,S06.5 Hemorragia subdural dev traum
711,I739,1622,I73.9 Doenc vasculares perifericas NE
712,S920,1619,S92.0 Frat do calcaneo
713,Z478,1618,Z47.8 Outr seguimentos ortopedicos espec
714,C159,1609,C15.9 Esofago NE
715,A418,1603,A41.8 Outr septicemias espec
716,K570,1597,K57.0 Doenc divert intest delgado c/perfur absces
717,D24,1594,D24   Neopl benig da mama
718,H268,1592,H26.8 Outr cataratas espec
719,I845,1588,I84.5 Hemorroidas externas s/complic
720,K430,1586,K43.0 Hernia ventral c/obstrucao s/gangrena
721,S098,1585,S09.8 Outr traum espec da cabeca
722,S618,1576,S61.8 Ferim de outr partes do punho e da mao
723,G470,1574,G47.0 Disturbios do inicio e da manutencao do sono
724,S830,1561,S83.0 Luxacao da rotula
725,D34,1558,D34   Neopl benig da gland tireoide
726,M626,1554,M62.6 Distensao muscular
727,F410,1554,F41.0 Transt de panico
728,M790,1544,M79.0 Reumatismo NE
729,F059,1542,F05.9 Delirium NE
730,G737,1541,G73.7 Miopatia em outr doenc COP
731,K599,1535,K59.9 Transt intestinal funcional NE
732,N601,1526,N60.1 Mastopatia cistica difusa
733,R229,1525,R22.9 Tumefacao massa ou tumoracao NE localizadas
734,K621,1523,K62.1 Polipo retal
735,L910,1518,L91.0 Cicatriz queloide
736,K460,1518,K46.0 Hernia abdominal NE c/obstrucao s/gangrena
737,S022,1517,S02.2 Frat dos ossos nasais
738,N859,1512,N85.9 Transt nao-inflam do utero NE
739,D400,1511,D40.0 Prostata
740,O470,1508,O47.0 Falso trab parto antes de 37 sem gestacao
741,N210,1508,N21.0 Calculose na bexiga
742,Q384,1508,Q38.4 Malformacoes congen gland e dutos salivares
743,H102,1507,H10.2 Outr conjuntivites agudas
744,H659,1503,H65.9 Otite media nao-supurativa NE
745,K404,1503,K40.4 Hernia inguinal unilateral ou NE c/gangrena
746,N830,1499,N83.0 Cisto folicular do ovario
747,C945,1494,C94.5 Mielofibrose aguda
748,E105,1490,E10.5 C/compl circulatorias perifericas
749,E162,1484,E16.2 Hipoglicemia NE
750,E078,1481,E07.8 Outr transt espec da tireoide
751,Z099,1477,Z09.9 Exame seguim apos trat NE p/outr afeccoes
752,S460,1475,S46.0 Traum do tendao do manguito rotador do ombro
753,C833,1473,C83.3 Grandes celulas
754,B029,1473,B02.9 Herpes zoster s/complic
755,A059,1471,A05.9 Intox alimentar bacter NE
756,H023,1471,H02.3 Blefarocalasia
757,H100,1467,H10.0 Conjuntivite mucopurulenta
758,O629,1466,O62.9 Anormalidades da contracao uterina NE
759,S431,1466,S43.1 Luxacao da articulacao acromioclavicular
760,W010,1460,W01.0 Residencia
761,N801,1459,N80.1 Endometriose do ovario
762,T889,1454,T88.9 Complic NE de cuidados medicos e cirurgicos
763,K521,1453,K52.1 Gastroenterite e colite toxicas
764,C187,1453,C18.7 Colon sigmoide
765,Z420,1447,Z42.0 Seguim envolv cirurg plast cabeca pescoco
766,N410,1445,N41.0 Prostatite aguda
767,F332,1445,F33.2 Trans depr recor epis atual grav s/sint psic
768,A083,1443,A08.3 Outr enterites virais
769,B24,1442,B24   Doenc p/HIV NE
770,O210,1442,O21.0 Hiperemese gravidica leve
771,K121,1441,K12.1 Outr form de estomatite
772,N950,1440,N95.0 Sangramento pos-menopausa
773,N359,1440,N35.9 Estenose uretral NE
774,F790,1437,F79.0 Mencao ausencia de ou compr minimo comport
775,J060,1434,J06.0 Laringofaringite aguda
776,L918,1434,L91.8 Outr afeccoes hipertroficas da pele
777,E782,1432,E78.2 Hiperlipidemia mista
778,G710,1428,G71.0 Distrofia muscular
779,J399,1425,J39.9 Doenc NE das vias aereas super
780,I832,1425,I83.2 Varizes membros infer c/ulcera e inflam
781,C229,1416,C22.9 Neopl malig do figado NE
782,D571,1410,D57.1 Anemia falciforme s/crise
783,J980,1406,J98.0 Outr doenc dos bronquios NCOP
784,Z544,1401,Z54.4 Convalescenca apos tratamento de frat
785,F819,1399,F81.9 Transt NE do desenvolv habilidades escolares
786,R560,1399,R56.0 Convulsoes febris
787,S521,1395,S52.1 Frat da extremidade super do radio
788,S728,1392,S72.8 Frat de outr partes do femur
789,K803,1392,K80.3 Calculose de via biliar c/colangite
790,D223,1392,D22.3 Nevo melanocitico outr partes e NE da face
791,K638,1386,K63.8 Outr doenc espec do intestino
792,K260,1384,K26.0 Aguda c/hemorragia
793,F310,1381,F31.0 Transt afet bipolar episodio atual hipoman
794,O16,1380,O16   Hipertensao materna NE
795,K830,1380,K83.0 Colangite
796,J181,1369,J18.1 Pneumonia lobar NE
797,S930,1367,S93.0 Luxacao da articulacao do tornozelo
798,S300,1362,S30.0 Contusao do dorso e da pelve
799,K605,1362,K60.5 Fistula anorretal
800,Z713,1361,Z71.3 Aconselhamento e supervisao dieteticos
801,S819,1348,S81.9 Ferim da perna parte NE
802,I630,1345,I63.0 Infarto cerebr dev tromb arterias pre-cerebr
803,I255,1345,I25.5 Miocardiopatia isquemica
804,M722,1342,M72.2 Fibromatose da fascia plantar
805,O339,1340,O33.9 Assist prestada a mae p/uma desproporcao NE
806,E049,1339,E04.9 Bocio nao-toxico NE
807,G919,1336,G91.9 Hidrocefalia NE
808,R610,1333,R61.0 Hiperidrose localizada
809,I843,1332,I84.3 Hemorroidas externas trombosadas
810,Z878,1331,Z87.8 Historia pessoal de outr afeccoes espec
811,C839,1330,C83.9 Linfoma nao-Hodgkin difuso NE
812,T189,1328,T18.9 Corpo estranho em parte NE ap digestivo
813,C541,1328,C54.1 Endometrio
814,T16,1326,T16   Corpo estranho no ouvido
815,Z418,1325,Z41.8 Outr proced outr prop exc cuidados de saude
816,L209,1323,L20.9 Dermatite atopica NE
817,N288,1322,N28.8 Outr transt espec do rim e do ureter
818,Q211,1322,Q21.1 Comunicacao interatrial
819,C004,1319,C00.4 Labio infer face interna
820,O321,1316,O32.1 Assist prestada a mae p/apresentacao pelvica
821,G458,1309,G45.8 Outr acid isquemicos cerebr trans sindr corr
822,N979,1304,N97.9 Infertilidade femin NE
823,D489,1304,D48.9 Neopl comp incerto/desconhecido s/outr espec
824,O009,1300,O00.9 Gravidez ectopica NE
825,O620,1293,O62.0 Contracoes iniciais inadequadas
826,J020,1292,J02.0 Faringite estreptococica
827,H811,1291,H81.1 Vertigem paroxistica benigna
828,M500,1286,M50.0 Transt do disco cervical c/mielopatia
829,D110,1284,D11.0 Gland parotida
830,O030,1284,O03.0 Incompl complic inf trato genit org pelvicos
831,N328,1280,N32.8 Outr transt espec da bexiga
832,O639,1278,O63.9 Trabalho de parto prolongado NE
833,K318,1278,K31.8 Outr doenc espec do estomago e do duodeno
834,M810,1276,M81.0 Osteoporose pos-menopausica
835,D391,1276,D39.1 Ovario
836,Z950,1273,Z95.0 Presenca de marca-passo cardiaco
837,S223,1273,S22.3 Frat de costela
838,D179,1265,D17.9 Neoplasia lipomatosa benigna de localiz NE
839,L030,1265,L03.0 Celulite de dedos das maos e dos pes
840,I350,1265,I35.0 Estenose aortica
841,M518,1260,M51.8 Outr transt espec de discos intervertebrais
842,D126,1259,D12.6 Colon NE
843,I678,1257,I67.8 Outr doenc cerebrovasculares espec
844,K36,1253,K36   Outr form de apendicite
845,N926,1249,N92.6 Menstruacao irregular NE
846,O48,1244,O48   Gravidez prolongada
847,G510,1243,G51.0 Paralisia de Bell
848,Z348,1239,Z34.8 Supervisao de outr gravidez normal
849,N132,1239,N13.2 Hidronefr c/obstr p/calculose renal ureteral
850,E889,1238,E88.9 Disturbio metabolico NE
851,B91,1237,B91   Sequelas de poliomielite
852,I800,1235,I80.0 Flebite tromboflebite vasos superf membr inf
853,H020,1233,H02.0 Entropio e triquiase da palpebra
854,N319,1233,N31.9 Disfuncao neuromuscular NE da bexiga
855,J328,1222,J32.8 Outr sinusites cronicas
856,S810,1221,S81.0 Ferim do joelho
857,C819,1220,C81.9 Doenc de Hodgkin NE
858,S825,1219,S82.5 Frat do maleolo medial
859,M773,1218,M77.3 Esporao do calcaneo
860,G408,1216,G40.8 Outr epilepsias
861,G431,1207,G43.1 Enxaqueca c/aura
862,R400,1205,R40.0 Sonolencia
863,L905,1205,L90.5 Cicatrizes e fibrose cutanea
864,S523,1202,S52.3 Frat da diafise do radio
865,M053,1200,M05.3 Artrite reumatoide c/compr outr org e sist
866,E101,1196,E10.1 C/cetoacidose
867,K600,1193,K60.0 Fissura anal aguda
868,D758,1193,D75.8 Outr doenc espec sangue e org hematopoeticos
869,I472,1189,I47.2 Taquicardia ventricular
870,C692,1185,C69.2 Retina
871,C501,1181,C50.1 Porcao central da mama
872,I470,1179,I47.0 Arritmia ventricular p/reentrada
873,C19,1176,C19   Neopl malig da juncao retossigmoide
874,M161,1174,M16.1 Outr coxartroses prim
875,H571,1173,H57.1 Dor ocular
876,C188,1171,C18.8 Lesao invasiva do colon
877,N138,1171,N13.8 Outr uropatias obstrutivas e p/refluxo
878,K602,1170,K60.2 Fissura anal NE
879,M700,1170,M70.0 Sinovite crepitante cronica da mao e punho
880,M841,1169,M84.1 Ausencia de consolidacao da frat
881,E145,1162,E14.5 C/compl circulatorias perifericas
882,N393,1162,N39.3 Incontinencia de tensao
883,Y648,1161,Y64.8 Admin outr meios medic subst biolog contamin
884,T819,1159,T81.9 Complic NE de proced
885,E46,1158,E46   Desnutric proteico-calorica NE
886,H900,1158,H90.0 Perda audicao bilateral dev transt conducao
887,S000,1157,S00.0 Traum superf do couro cabeludo
888,N12,1154,N12   Nefrite tubulo-intersticial NE aguda cronica
889,A879,1153,A87.9 Meningite viral NE
890,F330,1153,F33.0 Transt depressivo recorr episodio atual leve
891,M706,1153,M70.6 Bursite trocanterica
892,G589,1152,G58.9 Mononeuropatia NE
893,M753,1151,M75.3 Tendinite calcificante do ombro
894,I498,1141,I49.8 Outr arritmias cardiacas espec
895,L709,1140,L70.9 Acne NE
896,K598,1136,K59.8 Outr transt funcionais espec do intestino
897,R760,1132,R76.0 Titulo aumentado de anticorpos
898,D059,1132,D05.9 Carcinoma in situ da mama NE
899,O801,1129,O80.1 Parto espontaneo pelvico
900,O268,1126,O26.8 Outr afeccoes espec ligadas a gravidez
901,J042,1122,J04.2 Laringotraqueite aguda
902,C329,1120,C32.9 Laringe NE
903,K519,1120,K51.9 Colite ulcerativa SOE
904,H652,1119,H65.2 Otite media serosa cronica
905,N481,1119,N48.1 Balanopostite
906,F321,1118,F32.1 Episodio depressivo moderado
907,K601,1117,K60.1 Fissura anal cronica
908,N44,1116,N44   Torcao do testiculo
909,I714,1114,I71.4 Aneurisma aorta abdominal s/mencao ruptura
910,I868,1113,I86.8 Varizes de outr localiz espec
911,M799,1112,M79.9 Transt dos tec moles NE
912,L038,1111,L03.8 Celulite de outr locais
913,L728,1109,L72.8 Outr form cistos foliculares pele tec subcut
914,C549,1107,C54.9 Corpo do utero NE
915,K509,1102,K50.9 Doenc de Crohn de localiz NE
916,Q059,1102,Q05.9 Espinha bifida NE
917,J340,1101,J34.0 Abscesso furunculo e antraz do nariz
918,I490,1101,I49.0 Flutter e fibrilacao ventricular
919,H542,1100,H54.2 Visao subnormal de ambos os olhos
920,G433,1095,G43.3 Enxaqueca complicada
921,N852,1094,N85.2 Hipertrofia do utero
922,Z379,1091,Z37.9 Nascimento NE
923,D759,1084,D75.9 Doenc NE do sangue e orgaos hematopoeticos
924,N130,1084,N13.0 Hidronefrose c/obstr juncao uretero-pelvica
925,K072,1083,K07.2 Anomalias relacao entre as arcadas dentarias
926,Q040,1082,Q04.0 Malformacoes congen do corpo caloso
927,K620,1082,K62.0 Polipo anal
928,H160,1082,H16.0 Ulcera de cornea
929,C889,1079,C88.9 Doenc imunoproliferativa maligna NE
930,N946,1078,N94.6 Dismenorreia NE
931,F709,1075,F70.9 S/mencao de compr do comport
932,N906,1075,N90.6 Hipertrofia da vulva
933,S700,1075,S70.0 Contusao do quadril
934,I872,1069,I87.2 Insuf venosa
935,M628,1065,M62.8 Outr transt musculares espec
936,D049,1065,D04.9 Pele NE
937,S609,1062,S60.9 Traum superf NE do punho e da mao
938,S880,1059,S88.0 Amput traum ao nivel do joelho
939,D010,1057,D01.0 Colon
940,H368,1054,H36.8 Outr transt retinianos em doenc COP
941,H531,1053,H53.1 Disturbios visuais subjetivos
942,E02,1052,E02   Hipotireoidismo subclinico p/defic de iodo
943,K703,1052,K70.3 Cirrose hepatica alcoolica
944,L919,1050,L91.9 Afeccoes hipertroficas da pele NE
945,D210,1048,D21.0 Tec conj e outr tec moles cabeca face e pesc
946,C448,1048,C44.8 Lesao invasiva da pele
947,J849,1045,J84.9 Doenc pulmonar intersticial NE
948,T814,1045,T81.4 Infecc subsequente a proced NCOP
949,L239,1044,L23.9 Dermatite alergica de contato de causa NE
950,S901,1042,S90.1 Contusao de artelho s/lesao da unha
951,M942,1042,M94.2 Condromalacia
952,F319,1041,F31.9 Transt afetivo bipolar NE
