 Morbidade Hospitalar do SUS - por local de residência - Brasil
Internações por Município e Capítulo CID-10
Período:2017
"Município";"Cap 01";"Cap 02";"Cap 03";"Cap 04";"Cap 05";"Cap 06";"Cap 07";"Cap 08";"Cap 09";"Cap 10";"Cap 11";"Cap 12";"Cap 13";"Cap 14";"Cap 15";"Cap 16";"Cap 17";"Cap 18";"Cap 19";"Cap 21";"Total"
"251080 Patos";182;270;22;40;60;24;5;-;317;257;224;28;14;110;1186;24;18;33;233;22;3069
"251090 Paulista";186;62;6;14;2;1;1;-;89;155;91;14;4;107;142;2;4;6;54;14;954
"251100 Pedra Branca";11;8;2;-;1;-;-;-;13;17;11;1;-;6;54;1;-;6;7;-;138
"251110 Pedra Lavrada";33;33;4;7;6;2;1;1;13;47;26;6;2;18;90;6;1;3;28;7;334
"251120 Pedras de Fogo";88;97;17;33;21;5;3;1;68;71;108;28;9;76;522;37;5;15;109;34;1347
"251272 Pedro Régis";2;15;2;5;12;1;-;-;21;9;18;3;4;8;31;3;2;4;33;4;177
"251130 Piancó";94;78;12;28;26;6;-;3;55;181;54;14;9;66;165;8;3;24;35;3;864
"251140 Picuí";54;69;8;23;19;4;2;1;75;130;100;29;14;90;228;20;9;5;86;17;983
"251150 Pilar";26;37;2;6;15;1;1;-;34;27;46;10;3;40;218;19;2;5;83;7;582
"251160 Pilões";19;12;-;9;8;1;-;-;19;23;21;4;14;10;135;3;4;4;27;8;321
"251170 Pilõezinhos";16;5;-;1;4;4;-;-;11;27;10;1;20;15;95;2;-;2;30;7;250
"251180 Pirpirituba";19;26;8;5;5;5;-;-;12;29;16;6;11;34;123;2;2;6;49;2;360
"251190 Pitimbu";37;57;5;6;12;2;2;-;24;30;66;13;6;36;273;16;1;15;75;24;700
"251200 Pocinhos";73;51;7;19;18;8;-;1;62;58;52;14;1;25;243;16;1;21;54;18;742
"251203 Poço Dantas";20;6;3;4;-;2;-;-;18;27;13;1;-;13;51;1;1;2;12;-;174
"251207 Poço de José de Moura";15;10;1;10;-;-;-;-;22;35;20;1;-;13;37;-;-;4;12;2;182
"251210 Pombal";80;120;17;45;8;5;1;2;139;174;215;10;25;106;413;10;2;7;86;70;1535
"251220 Prata";13;16;1;-;3;-;-;-;13;15;12;1;-;2;17;1;-;6;8;-;108
"251230 Princesa Isabel";25;46;5;6;4;5;1;-;41;92;61;2;2;70;136;11;7;2;30;3;549
"251240 Puxinanã";52;29;2;29;17;3;1;-;22;61;27;5;2;36;227;13;3;6;29;4;568
"251250 Queimadas";197;207;16;81;63;26;1;-;147;226;185;19;14;136;609;47;6;28;98;18;2124
"251260 Quixabá";4;9;-;1;-;1;-;-;5;5;11;-;-;8;20;-;-;-;4;-;68
"251270 Remígio";40;42;4;18;19;5;-;-;34;34;41;5;8;22;283;22;5;12;37;12;643
"251274 Riachão";14;17;-;8;3;2;-;-;4;18;11;1;-;6;60;1;-;2;14;-;161
"251275 Riachão do Bacamarte";87;2;-;14;2;-;-;-;29;42;8;4;2;14;48;3;2;1;15;8;281
"251276 Riachão do Poço";8;15;-;8;1;2;-;-;17;21;14;3;1;9;81;2;1;2;16;-;201
"251278 Riacho de Santo Antônio";19;12;-;5;4;3;-;-;6;6;7;2;-;6;42;3;-;3;9;-;127
"251280 Riacho dos Cavalos";89;26;1;13;3;2;-;1;20;86;68;2;2;26;122;1;1;1;12;1;477
"251290 Rio Tinto";38;69;6;9;14;8;4;1;60;41;70;13;13;55;218;24;5;17;112;15;792
"251300 Salgadinho";33;8;2;2;5;1;2;-;8;23;15;2;4;7;40;2;-;8;14;-;176
"251310 Salgado de São Félix";21;40;4;4;17;2;1;-;32;59;42;7;2;38;100;6;-;7;43;4;429
"251315 Santa Cecília";36;22;1;8;6;3;-;-;16;31;17;2;6;16;92;5;1;2;12;1;277
"251320 Santa Cruz";26;27;1;1;1;8;-;-;24;34;36;1;2;7;43;4;3;2;14;1;235
"251330 Santa Helena";12;12;1;8;-;1;-;-;36;44;16;2;2;8;52;-;-;2;24;6;226
"251335 Santa Inês";8;1;4;3;2;1;-;-;3;8;8;-;-;4;19;-;-;1;4;-;66
"251340 Santa Luzia";89;51;14;12;14;8;-;-;34;113;105;16;2;78;157;3;3;1;22;3;725
"251370 Santa Rita";583;614;79;261;197;53;8;6;958;855;731;130;58;657;2518;119;20;90;735;156;8828
"251380 Santa Teresinha";9;23;-;4;2;1;1;-;17;12;14;1;2;7;50;2;2;1;11;-;159
"251350 Santana de Mangueira";9;15;3;2;1;2;-;-;7;7;16;1;1;6;57;2;-;2;8;-;139
"251360 Santana dos Garrotes";40;32;14;9;6;1;-;1;39;63;27;5;1;25;65;2;-;11;8;1;350
"251385 Santo André";10;5;1;3;6;-;-;-;14;9;14;-;-;10;29;3;4;2;7;3;120
"251392 São Bentinho";6;4;2;2;1;1;-;-;7;11;18;-;-;7;44;-;-;-;7;3;113
"251390 São Bento";82;141;7;24;7;13;2;3;62;158;132;12;7;65;310;7;15;12;95;107;1261
"251396 São Domingos";5;8;1;1;-;-;-;-;13;17;13;1;2;5;27;-;-;-;7;2;102
"251394 São Domingos do Cariri";5;2;-;5;1;-;-;-;6;3;5;-;-;3;25;3;1;-;8;1;68
"251398 São Francisco";2;13;-;1;-;3;-;-;9;9;8;2;1;8;25;1;-;-;4;1;87
"251400 São João do Cariri";17;11;4;15;4;1;-;-;12;25;18;-;1;14;46;2;-;2;12;-;184
"250070 São João do Rio do Peixe";106;51;4;13;6;6;-;1;60;192;37;7;5;44;150;2;3;9;73;9;778
"251410 São João do Tigre";6;13;-;2;-;-;-;-;1;15;3;-;2;8;21;-;-;6;13;2;92
"251420 São José da Lagoa Tapada";8;30;5;-;2;6;-;-;24;15;18;-;-;18;58;2;1;2;6;-;195
"251430 São José de Caiana";7;10;2;3;2;2;1;-;9;7;13;-;-;5;68;-;1;6;8;-;144
"251440 São José de Espinharas";8;16;-;3;6;1;-;-;17;8;15;-;-;4;53;1;-;1;7;-;140
"251450 São José de Piranhas";118;42;3;34;15;4;2;3;114;153;91;8;9;38;183;2;6;45;60;3;933
"251455 São José de Princesa";3;17;-;1;-;-;-;-;5;8;15;3;1;6;17;-;-;1;9;-;86
"251460 São José do Bonfim";7;7;1;1;1;1;-;-;2;5;5;-;-;1;48;-;-;1;14;-;94
"251465 São José do Brejo do Cruz";2;1;-;-;-;-;-;-;2;2;4;-;-;-;29;-;-;-;2;1;43
"251470 São José do Sabugi";8;9;7;1;6;-;-;-;5;16;13;2;-;11;37;1;1;-;7;-;124
"251480 São José dos Cordeiros";12;13;2;10;3;1;-;-;6;9;14;1;-;10;30;2;1;2;12;1;129
"251445 São José dos Ramos";10;15;-;3;6;3;1;-;19;16;20;5;1;23;81;5;1;1;29;10;249
"251490 São Mamede";24;10;5;4;10;-;1;-;26;29;24;5;1;31;75;2;-;2;14;4;267
"251500 São Miguel de Taipu";14;29;3;7;7;-;1;-;20;22;23;2;3;30;101;11;1;5;42;2;323
"251510 São Sebastião de Lagoa de Roça";35;60;3;15;13;7;1;-;41;49;15;4;2;24;133;8;-;15;25;10;460
"251520 São Sebastião do Umbuzeiro";17;12;-;6;2;1;-;-;3;19;2;-;-;3;22;1;-;8;8;2;106
"251540 São Vicente do Seridó";97;17;4;10;11;2;2;-;13;46;11;1;2;26;165;13;2;4;31;3;460
"251530 Sapé";141;180;10;100;48;18;6;5;133;189;192;35;14;121;514;40;25;33;228;28;2060
"251550 Serra Branca";51;22;10;26;12;3;-;1;54;77;30;1;7;49;117;16;2;8;29;9;524
"251560 Serra da Raiz";6;7;1;-;1;-;-;-;3;14;18;-;3;6;25;-;-;-;13;3;100
"251570 Serra Grande";15;9;2;2;4;-;-;-;8;16;9;1;1;5;39;1;-;1;11;-;124
"251580 Serra Redonda";32;27;2;11;14;7;-;-;23;29;23;5;2;12;69;3;-;4;22;6;291
"251590 Serraria";16;14;1;13;4;1;-;-;10;14;18;2;5;7;80;4;1;4;17;-;211
"251593 Sertãozinho";26;7;-;6;1;4;-;-;10;10;26;2;8;14;72;5;2;3;12;1;209
"251597 Sobrado";11;25;3;11;2;5;-;1;22;26;29;3;-;15;145;5;2;4;42;3;354
"251600 Solânea";815;73;5;109;25;14;-;2;339;748;454;14;16;215;429;9;12;5;78;16;3378
"251610 Soledade";53;53;8;11;6;7;-;-;36;34;63;5;7;53;170;25;4;13;37;8;593
"251615 Sossêgo";6;6;3;2;3;1;-;-;11;21;16;6;4;12;55;3;-;3;9;9;170
"251620 Sousa";145;136;16;24;9;46;2;-;175;235;200;22;9;88;350;38;12;14;134;4;1659
"251630 Sumé";105;54;15;44;21;9;2;1;110;130;90;9;6;105;222;7;3;20;36;19;1008
"251640 Tacima";14;22;-;1;1;3;-;-;9;14;31;2;7;15;98;1;2;2;28;4;254
"251650 Taperoá";261;55;20;24;18;2;1;1;83;142;86;24;7;64;222;12;3;113;25;7;1170
"251660 Tavares";18;44;3;3;5;2;4;1;22;50;47;2;1;25;115;3;7;3;34;1;390
"251670 Teixeira";15;45;2;6;4;4;1;1;28;28;38;4;3;30;184;6;7;11;38;1;456
"251675 Tenório";7;3;-;-;5;2;-;-;4;6;14;3;1;5;38;2;3;4;8;1;106
"251680 Triunfo";23;16;3;6;2;9;-;-;36;61;21;7;1;18;109;1;4;5;37;5;364
"251690 Uiraúna";637;40;5;65;5;11;-;-;91;583;122;5;9;113;140;1;-;16;66;5;1914
"251700 Umbuzeiro";18;29;3;9;3;6;-;-;31;26;17;6;4;15;89;5;1;5;36;3;306
"251710 Várzea";6;6;1;1;2;3;-;-;6;10;19;2;-;7;19;1;-;-;6;-;89
"251720 Vieirópolis";9;20;-;2;-;3;-;-;3;17;14;-;-;2;31;2;-;1;10;1;115
"250550 Vista Serrana";7;2;1;3;1;-;-;-;4;5;2;-;-;4;16;-;1;-;8;1;55
"251740 Zabelê";9;7;1;1;-;1;-;-;8;9;4;-;1;3;9;-;-;8;2;-;63
"260005 Abreu e Lima";482;549;42;92;90;146;54;6;783;466;563;230;117;394;1255;197;57;152;843;157;6675
"260010 Afogados da Ingazeira";205;182;101;146;23;57;10;2;385;437;536;55;143;353;633;72;31;197;287;65;3920
"260020 Afrânio";40;36;1;16;9;12;48;-;95;90;54;31;6;68;247;38;7;29;68;10;905
"260030 Agrestina";104;119;20;92;11;23;4;1;183;141;223;62;23;115;287;34;11;28;147;24;1652
"260040 Água Preta";88;81;22;34;7;19;2;4;179;88;129;64;24;90;514;67;11;24;201;22;1670
"260050 Águas Belas";149;165;15;36;2;24;11;3;117;138;102;38;26;131;724;47;10;102;182;5;2027
"260060 Alagoinha";46;44;11;9;8;5;3;-;73;40;50;8;6;36;145;18;7;8;78;4;599
"260070 Aliança";140;151;31;66;35;49;12;5;216;138;184;48;39;103;536;61;11;42;298;43;2208
"260080 Altinho";56;39;4;34;1;10;5;1;88;116;84;55;6;58;263;39;6;21;137;16;1039
"260090 Amaraji";99;69;4;25;8;25;3;1;150;107;133;42;22;76;292;38;4;15;139;16;1268
"260100 Angelim";23;50;5;10;2;5;2;-;34;35;44;1;11;29;128;15;4;18;64;3;483
"260105 Araçoiaba";63;64;5;121;7;25;8;1;125;74;88;14;14;38;287;32;11;26;123;18;1144
"260110 Araripina";719;232;62;207;163;68;15;11;770;683;599;120;106;635;1736;65;34;112;513;24;6874
"260120 Arcoverde";341;245;24;107;16;54;16;6;371;475;474;40;54;362;1198;90;30;75;449;37;4464
"260130 Barra de Guabiraba";42;46;6;24;3;7;7;-;66;56;78;12;10;26;175;22;5;21;75;10;691
"260140 Barreiros";109;156;13;18;10;51;17;5;255;116;164;60;22;98;722;103;22;60;241;30;2272
"260150 Belém de Maria";23;19;-;8;1;3;2;-;44;25;36;9;3;26;131;15;6;8;49;7;415
"260160 Belém do São Francisco";152;90;8;18;22;16;4;4;132;153;138;16;6;99;324;25;6;71;136;15;1435
"260170 Belo Jardim";249;266;75;107;6;41;14;4;341;267;337;74;42;271;982;131;19;48;373;34;3681
"260180 Betânia";35;26;1;7;5;8;2;-;37;36;46;4;8;37;162;10;4;42;96;10;576
"260190 Bezerros";153;239;16;29;15;55;14;2;293;188;345;90;43;151;590;88;20;56;359;35;2781
"260200 Bodocó";119;93;4;17;29;5;-;2;92;138;85;33;18;53;473;47;6;28;191;16;1449
"260210 Bom Conselho";133;115;39;58;11;21;13;2;137;209;193;52;8;144;529;48;14;49;186;16;1977
"260220 Bom Jardim";124;150;15;101;19;50;12;1;173;205;159;67;25;123;378;34;15;56;226;22;1955
"260230 Bonito";113;119;17;36;8;38;4;1;188;176;184;100;15;110;564;60;8;28;207;33;2009
"260240 Brejão";30;37;1;2;2;4;1;1;34;57;33;13;1;58;178;11;2;17;61;1;544
"260250 Brejinho";17;66;3;19;1;3;1;-;45;29;47;6;-;17;97;4;6;9;36;12;418
"260260 Brejo da Madre de Deus";104;158;9;30;10;20;7;3;158;135;205;61;15;144;607;87;14;18;209;24;2018
"260270 Buenos Aires";46;53;3;6;11;17;6;2;75;45;61;26;14;27;160;22;8;11;108;13;714
"260280 Buíque";769;90;12;245;9;43;8;2;261;685;300;36;35;280;865;63;15;24;263;14;4019
"260290 Cabo de Santo Agostinho";754;865;108;190;92;264;75;17;1463;946;1223;511;192;839;2654;422;83;330;1446;168;12642
"260300 Cabrobó";158;67;25;23;24;10;99;3;165;238;100;30;14;141;526;43;13;107;83;20;1889
"260310 Cachoeirinha";73;94;4;14;6;25;2;1;80;106;92;15;10;34;252;28;3;18;90;17;964
"260320 Caetés";106;85;16;26;5;19;5;-;69;115;85;20;9;127;453;34;10;63;106;8;1361
"260330 Calçado";17;11;3;6;3;2;1;-;36;28;23;8;1;20;144;11;5;10;49;-;378
"260340 Calumbi";41;7;4;9;2;6;3;2;37;69;20;6;7;19;101;9;-;9;49;2;402
"260345 Camaragibe";892;1025;117;132;166;241;125;14;1166;672;821;348;193;546;1878;371;80;273;1157;179;10396
"260350 Camocim de São Félix";68;53;6;15;3;9;-;1;89;98;79;19;10;41;202;41;8;11;94;13;860
"260360 Camutanga";31;39;25;11;8;12;5;5;57;35;40;15;14;22;96;16;3;11;47;10;502
"260370 Canhotinho";77;71;8;36;10;20;4;2;101;135;111;36;36;94;314;24;7;29;121;18;1254
"260380 Capoeiras";44;55;6;14;1;9;5;-;58;73;91;22;9;91;239;30;10;45;102;2;906
"260390 Carnaíba";80;95;12;39;7;16;14;2;164;211;223;38;33;140;303;40;6;117;130;23;1693
"260392 Carnaubeira da Penha";55;31;6;17;3;14;4;3;42;100;49;16;4;33;255;12;4;15;68;2;733
"260400 Carpina";298;432;31;37;148;86;52;4;456;245;346;80;50;171;800;105;40;82;537;84;4084
"260410 Caruaru";684;1216;86;235;104;294;90;16;1634;1151;1808;509;217;1397;4994;724;196;194;1865;314;17728
"260415 Casinhas";65;48;7;15;3;10;5;3;61;49;71;19;5;42;168;10;5;11;52;15;664
"260420 Catende";124;161;6;32;9;15;5;-;210;98;137;65;22;99;607;56;10;61;220;36;1973
"260430 Cedro";58;39;-;14;16;3;-;-;33;63;55;2;8;51;131;16;4;15;51;17;576
"260440 Chã de Alegria";44;44;8;16;8;26;5;1;91;59;60;28;14;46;200;36;18;18;103;22;847
"260450 Chã Grande";83;111;5;36;3;19;7;1;118;109;78;26;15;85;271;29;5;14;180;14;1209
"260460 Condado";127;103;9;23;9;32;14;5;108;123;121;50;23;107;310;36;10;26;158;19;1413
"260470 Correntes";30;65;3;9;1;6;7;-;63;74;55;17;8;55;255;20;8;31;75;9;791
"260480 Cortês";57;57;3;23;2;17;2;2;77;56;89;41;7;69;208;24;5;8;79;15;841
"260490 Cumaru";46;62;3;15;3;6;7;-;72;41;66;29;6;36;145;14;7;16;74;20;668
"260500 Cupira";65;63;5;42;19;14;6;1;117;87;163;34;19;94;371;54;14;22;159;17;1366
"260510 Custódia";114;142;5;51;14;26;8;-;124;154;115;20;21;106;204;40;16;40;159;13;1372
"260515 Dormentes";41;39;3;8;3;2;56;1;74;49;56;42;6;66;211;29;7;10;52;12;767
"260520 Escada";224;277;14;59;29;85;29;5;402;213;419;121;28;236;930;105;28;70;397;89;3760
"260530 Exu";111;89;7;11;16;8;1;2;67;152;100;38;16;73;438;33;3;19;151;11;1346
"260540 Feira Nova";96;132;15;57;14;28;6;2;154;104;109;24;23;79;295;33;7;53;176;22;1429
"260545 Fernando de Noronha";11;8;-;5;5;5;-;-;14;22;15;3;11;13;21;5;-;14;26;1;179
"260550 Ferreiros";27;41;8;6;11;26;7;2;61;33;62;10;13;21;128;18;4;11;71;13;573
"260560 Flores";92;50;10;34;17;11;12;-;88;126;60;14;12;45;185;26;10;35;152;7;986
"260570 Floresta";170;93;20;34;12;18;4;2;147;134;76;18;21;83;459;18;15;37;192;18;1571
"260580 Frei Miguelinho";49;76;3;13;2;16;8;1;50;71;60;28;10;42;132;12;3;18;70;3;667
"260590 Gameleira";72;74;4;30;7;24;11;2;143;61;137;35;21;48;384;40;8;24;134;19;1278
"260600 Garanhuns";369;549;32;150;12;89;52;10;484;653;714;128;49;605;2092;121;76;240;666;34;7125
"260610 Glória do Goitá";124;94;7;21;8;34;12;-;169;104;116;40;17;104;322;38;11;50;202;33;1506
"260620 Goiana";554;349;47;137;38;80;48;15;396;584;484;242;71;398;1048;100;25;65;488;94;5263
"260630 Granito";39;38;2;4;3;4;2;-;11;38;20;14;6;22;95;7;-;9;31;6;351
"260640 Gravatá";284;378;32;78;18;80;24;11;421;358;428;143;83;293;847;136;34;80;484;56;4268
"260650 Iati";73;60;13;32;2;9;2;1;67;103;50;18;9;75;299;7;7;35;87;6;955
"260660 Ibimirim";78;65;8;18;10;19;3;1;88;75;86;13;16;70;479;48;11;18;115;19;1240
"260670 Ibirajuba";23;18;3;8;-;6;2;3;25;37;31;12;7;14;80;10;3;7;36;4;329
"260680 Igarassu";497;644;63;77;58;153;49;13;694;446;557;227;107;389;1243;163;54;145;829;156;6564
"260690 Iguaracy";43;31;12;27;6;9;10;1;83;90;127;14;18;56;159;15;3;26;63;14;807
"260760 Ilha de Itamaracá";73;59;6;102;6;27;12;2;125;68;97;53;28;66;202;44;13;26;184;31;1224
"260700 Inajá";92;33;15;8;3;17;5;1;42;54;57;6;4;35;326;30;4;13;60;4;809
"260710 Ingazeira";12;23;6;15;-;4;2;-;23;21;31;5;6;23;50;5;-;10;19;1;256
"260720 Ipojuca";270;371;32;67;37;102;32;2;548;316;376;164;78;242;1739;197;54;78;627;71;5403
"260730 Ipubi";130;60;10;21;28;11;5;1;109;118;89;67;15;115;440;23;10;30;151;15;1448
"260740 Itacuruba";15;31;2;4;3;2;-;-;19;14;11;12;3;11;49;4;1;8;37;2;228
"260750 Itaíba";72;51;7;27;1;10;12;-;102;74;72;13;13;74;298;31;7;25;123;13;1025
"260765 Itambé";133;70;7;33;10;38;11;1;139;120;112;58;18;87;495;36;13;33;196;33;1643
"260770 Itapetim";20;41;11;6;4;5;9;1;61;18;32;6;10;26;184;7;2;17;101;16;577
"260775 Itapissuma";99;119;14;25;15;47;7;3;170;117;161;52;29;107;305;31;13;37;193;36;1580
"260780 Itaquitinga";59;53;11;30;13;18;5;1;102;66;82;26;11;65;255;44;9;23;96;15;984
"260790 Jaboatão dos Guararapes";3060;3810;354;823;382;1021;225;67;4221;3384;3944;1491;613;2465;7931;1519;307;972;4187;760;41536
"260795 Jaqueira";24;69;24;12;1;8;-;-;51;21;43;16;6;20;199;17;2;9;77;5;604
"260800 Jataúba";72;53;18;28;4;15;4;1;60;88;77;24;6;37;220;27;8;29;112;18;901
"260805 Jatobá";30;43;2;14;3;8;3;1;59;41;44;8;7;15;97;10;1;8;89;2;485
"260810 João Alfredo";125;138;4;59;13;23;9;-;197;162;161;35;27;114;258;22;9;74;184;34;1648
"260820 Joaquim Nabuco";47;57;3;8;4;8;5;3;90;43;74;35;6;49;296;32;4;16;51;9;840
"260825 Jucati";28;65;3;7;1;4;3;2;36;54;54;18;3;51;186;12;5;11;51;5;599
"260830 Jupi";117;46;3;45;3;7;6;-;83;86;55;13;11;70;261;17;6;24;70;4;927
"260840 Jurema";33;43;5;18;5;4;1;2;47;45;80;10;3;51;214;22;8;36;75;11;713
"260850 Lagoa de Itaenga";85;100;6;125;16;12;6;3;131;65;86;40;21;62;294;28;7;42;160;20;1309
"260845 Lagoa do Carro";62;93;14;63;24;26;4;-;126;86;103;18;19;46;193;22;16;38;134;28;1115
"260860 Lagoa do Ouro";36;44;5;33;1;9;7;-;62;80;86;10;4;58;201;13;9;74;37;4;773
"260870 Lagoa dos Gatos";31;40;5;4;3;10;5;1;73;43;52;11;6;32;194;25;11;10;84;8;648
"260875 Lagoa Grande";61;54;6;4;18;2;61;3;58;72;75;50;5;64;352;31;7;10;57;21;1011
"260880 Lajedo";156;217;14;49;8;18;14;3;146;197;199;33;17;170;664;57;26;110;224;14;2336
"260890 Limoeiro";267;272;22;101;43;70;18;1;354;403;413;89;57;234;656;68;30;86;357;70;3611
"260900 Macaparana";97;111;6;39;35;16;5;3;134;104;92;31;13;63;410;46;11;37;217;26;1496
"260910 Machados";44;61;1;20;5;15;3;-;74;67;67;14;17;37;161;26;16;19;98;15;760
"260915 Manari";47;26;5;8;-;6;1;-;42;29;52;9;8;26;178;27;10;12;85;2;573
"260920 Maraial";27;51;-;8;2;6;2;-;54;24;57;21;12;21;242;15;1;9;57;7;616
"260930 Mirandiba";108;68;7;28;30;8;1;-;87;128;83;7;11;85;275;23;8;19;71;16;1063
"261430 Moreilândia";49;35;-;12;5;3;2;-;13;56;18;7;3;13;129;10;3;3;35;2;398
"260940 Moreno";233;321;21;97;41;111;38;3;407;241;279;134;100;172;628;87;29;76;605;76;3699
"260950 Nazaré da Mata";172;172;27;21;26;34;18;1;191;233;197;62;32;112;441;45;14;68;191;42;2099
"260960 Olinda";2276;2571;250;657;270;758;190;38;2951;2149;1945;953;334;1520;4995;520;210;683;2660;560;26490
"260970 Orobó";62;88;13;24;9;29;8;1;79;64;108;27;9;47;199;25;4;23;105;11;935
"260980 Orocó";36;75;2;54;13;7;25;2;49;37;40;9;2;56;259;25;3;6;35;10;745
"260990 Ouricuri";219;243;10;33;39;27;5;1;208;327;205;95;37;121;1153;71;23;100;418;48;3383
"261000 Palmares";217;259;17;56;10;48;19;5;495;190;391;142;68;245;1152;129;34;70;386;69;4002
"261010 Palmeirina";20;24;3;11;3;6;1;-;27;33;27;16;1;17;111;5;-;6;20;2;333
"261020 Panelas";53;46;10;27;4;11;1;2;106;58;110;32;5;50;376;42;13;19;140;20;1125
"261030 Paranatama";31;71;4;9;1;5;5;-;53;47;65;10;5;100;214;13;4;17;58;2;714
"261040 Parnamirim";127;84;3;33;9;11;7;2;66;157;50;13;12;62;273;21;7;12;88;17;1054
"261050 Passira";99;143;5;41;8;24;16;2;143;119;131;34;11;73;275;28;18;64;187;23;1444
"261060 Paudalho";195;246;19;25;31;82;21;5;349;213;246;83;30;142;782;110;24;74;380;85;3142
"261070 Paulista";1272;1810;172;253;208;443;158;19;2131;1079;1576;647;274;1051;2948;459;131;454;1997;426;17508
"261080 Pedra";89;73;5;28;8;18;6;5;98;107;95;19;14;89;335;38;11;12;127;15;1192
"261090 Pesqueira";365;261;46;171;19;36;18;4;400;648;407;106;36;404;1247;97;32;136;394;33;4860
"261100 Petrolândia";161;120;27;36;13;36;11;2;170;225;160;74;31;169;548;48;13;52;178;19;2093
"261110 Petrolina";467;1058;91;171;156;212;353;31;1562;1308;1422;617;166;977;6377;923;165;245;2014;918;19233
"261120 Poção";19;46;3;11;3;11;2;-;29;21;47;7;5;20;72;8;10;18;70;8;410
"261130 Pombos";144;106;7;43;17;28;22;1;198;167;128;55;19;134;302;51;16;29;167;25;1659
"261140 Primavera";43;38;4;8;9;15;4;1;72;33;67;16;8;23;142;23;4;14;90;15;629
"261150 Quipapá";30;47;2;25;6;16;1;2;74;61;50;8;5;34;288;29;6;10;102;7;803
"261153 Quixaba";13;17;3;4;3;7;3;-;31;26;42;7;7;17;96;7;4;28;51;7;373
"261160 Recife";8357;9610;910;1913;1711;2659;729;226;12024;9067;9834;5020;1723;6397;18427;3567;1089;2373;10125;2424;108185
"261170 Riacho das Almas";68;73;7;21;1;15;2;-;129;107;86;27;13;84;299;32;7;17;147;11;1146
"261180 Ribeirão";133;134;34;59;8;44;22;5;237;116;172;66;26;125;420;64;13;39;222;34;1973
"261190 Rio Formoso";79;135;12;22;7;28;3;1;141;53;80;43;15;62;365;53;9;38;144;23;1313
"261200 Sairé";19;50;6;13;4;12;2;-;36;29;67;5;6;31;99;15;-;11;59;7;471
"261210 Salgadinho";13;8;-;4;2;5;-;-;17;16;37;12;5;11;43;8;-;2;27;7;217
"261220 Salgueiro";498;282;28;99;161;46;19;8;451;562;474;51;54;279;1049;115;28;138;312;155;4809
"261230 Saloá";36;87;3;24;5;7;8;1;62;66;53;11;8;55;235;27;3;26;75;5;797
"261240 Sanharó";75;81;6;43;4;24;2;3;112;104;110;32;7;57;244;33;28;12;117;12;1106
"261245 Santa Cruz";88;66;3;14;10;6;2;-;64;111;61;42;7;46;242;27;13;17;85;12;916
"261247 Santa Cruz da Baixa Verde";58;29;10;18;17;5;3;-;55;73;37;6;5;48;173;10;2;18;80;11;658
"261250 Santa Cruz do Capibaribe";194;212;20;38;6;48;16;2;209;204;253;55;38;193;880;142;36;45;354;51;2996
"261255 Santa Filomena";41;23;1;4;8;4;-;-;30;70;45;26;2;43;171;8;2;4;57;3;542
"261260 Santa Maria da Boa Vista";93;115;5;16;19;27;89;-;122;95;107;43;9;107;613;74;15;10;111;21;1691
"261270 Santa Maria do Cambucá";42;50;25;62;2;13;1;-;67;38;70;14;9;29;201;24;5;15;69;4;740
"261280 Santa Terezinha";17;34;22;6;5;8;6;-;32;41;39;5;6;19;175;8;2;9;67;12;513
"261290 São Benedito do Sul";33;34;4;8;1;6;2;-;50;18;42;13;6;24;186;14;6;18;69;7;541
"261300 São Bento do Una";161;196;18;84;10;22;14;3;189;240;159;88;21;192;729;73;17;47;238;56;2557
"261310 São Caitano";113;87;7;119;2;22;6;7;160;141;181;53;14;93;464;74;10;43;197;15;1808
"261320 São João";60;51;10;22;1;9;8;-;55;98;50;15;7;95;291;24;12;51;89;18;966
"261330 São Joaquim do Monte";59;83;6;25;8;11;8;4;110;106;126;27;12;60;312;33;4;21;104;10;1129
"261340 São José da Coroa Grande";37;75;19;23;6;29;4;-;127;48;76;24;25;43;317;44;9;23;138;22;1089
"261350 São José do Belmonte";97;85;15;51;43;19;6;4;154;201;93;7;12;140;391;29;9;21;217;17;1611
"261360 São José do Egito";109;81;15;41;11;26;15;-;170;129;184;31;18;152;496;30;11;26;162;13;1720
"261370 São Lourenço da Mata";547;529;44;77;53;133;60;6;745;492;637;201;95;412;1424;238;49;155;738;184;6819
"261380 São Vicente Ferrer";121;83;5;34;14;20;-;-;120;65;97;36;22;49;261;35;11;21;175;23;1192
"261390 Serra Talhada";911;411;106;223;149;94;44;10;590;1373;578;80;68;484;1418;82;53;155;800;64;7693
"261400 Serrita";150;55;14;38;14;10;5;1;102;168;90;12;8;91;315;33;5;41;66;23;1241
"261410 Sertânia";170;119;9;68;7;14;8;5;164;177;160;18;21;144;294;20;5;23;189;19;1634
"261420 Sirinhaém";147;143;14;40;12;44;14;2;242;132;219;78;28;162;627;72;16;71;273;23;2359
"261440 Solidão";16;19;7;10;1;4;3;-;44;30;35;4;7;25;104;12;4;14;19;4;362
"261450 Surubim";420;298;51;132;12;61;22;10;450;469;359;133;49;355;836;114;27;180;452;57;4487
"261460 Tabira";96;126;22;86;12;28;14;3;214;240;205;20;37;108;384;38;15;175;219;40;2082
"261470 Tacaimbó";30;35;6;5;-;8;1;2;56;34;48;8;4;25;136;30;3;9;59;6;505
